SyncDate,Actual Filtered,Actual,Predicted
2023-06-05 06:00:00,15.7892,15.15,15.474225
2023-06-05 07:00:00,15.938845,15.3,15.898364
2023-06-05 08:00:00,16.083668,15.4,15.568563
2023-06-05 09:00:00,16.21313,16.0,15.993033
2023-06-05 10:00:00,16.312618,15.7,15.774204
2023-06-05 11:00:00,16.368282,15.7,16.155252
2023-06-05 12:00:00,16.372213,15.75,15.896955
2023-06-05 13:00:00,16.325378,15.684615,16.263704
2023-06-05 14:00:00,16.235712,15.619231,16.035826
2023-06-05 15:00:00,16.113306,15.553846,16.417324
2023-06-05 16:00:00,15.965356,15.4884615,16.091629
2023-06-05 17:00:00,15.794723,15.423077,16.444157
2023-06-05 18:00:00,15.602142,15.357693,16.064344
2023-06-05 19:00:00,15.382052,15.292308,16.413464
2023-06-05 20:00:00,15.1253395,15.226923,15.98927
2023-06-05 21:00:00,14.8462925,15.161538,16.339167
2023-06-05 22:00:00,14.565069,15.096154,15.928878
2023-06-05 23:00:00,14.239381,15.030769,16.238768
2023-06-06 00:00:00,13.841957,14.9653845,15.794463
2023-06-06 01:00:00,13.49473,14.9,16.106089
2023-06-06 02:00:00,13.236367,14.6,15.604666
2023-06-06 03:00:00,12.762858,14.7,15.890158
2023-06-06 04:00:00,11.879299,13.6,15.404928
2023-06-06 05:00:00,10.967591,12.7,15.656704
2023-06-06 06:00:00,10.437821,12.6,14.8439865
2023-06-06 07:00:00,10.114846,12.25,15.086649
2023-06-06 08:00:00,9.669604,11.7,14.192407
2023-06-06 09:00:00,9.1433115,11.3,14.44759
2023-06-06 10:00:00,8.686929,10.8,13.393062
2023-06-06 11:00:00,8.264557,7.1,12.976648
2023-06-06 12:00:00,7.8119392,15.1,13.128185
