SyncDate,Actual Filtered,Actual,Predicted
2023-05-30 14:00:00,11.038832510420969,10.946153846153846,10.490292
2023-05-30 15:00:00,11.051933057537427,10.919230769230769,11.391417
2023-05-30 16:00:00,11.063957537129674,10.892307692307693,11.217789
2023-05-30 17:00:00,11.075059004527125,10.865384615384615,11.074787
2023-05-30 18:00:00,11.085400203241807,10.838461538461537,11.156816
2023-05-30 19:00:00,11.0951513679073,10.811538461538461,11.275269
2023-05-30 20:00:00,11.104487233859377,10.784615384615384,11.152584
2023-05-30 21:00:00,11.113582972347526,10.757692307692306,11.127346
2023-05-30 22:00:00,11.122608280964968,10.73076923076923,11.113594
2023-05-30 23:00:00,11.13172072216455,10.703846153846152,10.610995
2023-05-31 00:00:00,11.141059860012657,10.676923076923076,11.635459
2023-05-31 01:00:00,11.150741816594934,10.649999999999999,11.580208
2023-05-31 02:00:00,11.160854353323248,10.75,11.147125
2023-05-31 03:00:00,11.17145279072704,10.3,11.385483
2023-05-31 04:00:00,11.182556397709975,10.35,11.470053
2023-05-31 05:00:00,11.19414669625473,10.45,11.280944
2023-05-31 06:00:00,11.206169029664583,10.35,11.446986
2023-05-31 07:00:00,11.218536486300309,10.45,11.181815
2023-05-31 08:00:00,11.231135533767754,10.149999999999999,10.757897
2023-05-31 09:00:00,11.243832337079734,10.3,11.756209
2023-05-31 10:00:00,11.256478252610062,10.5,11.832696
2023-05-31 11:00:00,11.268915419678583,10.4,11.233646
2023-05-31 12:00:00,11.280983572808264,10.6,11.517162
2023-05-31 13:00:00,11.292527735018036,10.669230769230769,11.686235
2023-05-31 14:00:00,11.303406964942731,10.738461538461538,11.387358
2023-05-31 15:00:00,11.313503329790489,10.807692307692307,11.731809
2023-05-31 16:00:00,11.32272965465381,10.876923076923077,11.253187
2023-05-31 17:00:00,11.331036699099982,10.946153846153846,10.964027
2023-05-31 18:00:00,11.338420156261375,11.015384615384615,11.8567
2023-05-31 19:00:00,11.344926771234313,11.084615384615384,11.931611
2023-05-31 20:00:00,11.350659443203842,11.153846153846153,11.410277
2023-05-31 21:00:00,11.355779916523709,11.223076923076922,11.685
2023-05-31 22:00:00,11.360507590932318,11.292307692307693,11.873492
2023-05-31 23:00:00,11.36511543000551,11.361538461538462,11.46977
2023-06-01 00:00:00,11.369923942504604,11.430769230769231,11.9184
2023-06-01 01:00:00,11.375294043578634,11.5,11.337284
2023-06-01 02:00:00,11.381620081699907,11.5,11.157803
2023-06-01 03:00:00,11.389322331511721,11.55,11.992011
2023-06-01 04:00:00,11.398837945490866,11.600000000000001,12.05187
2023-06-01 05:00:00,11.410610896193472,11.65,11.585287
2023-06-01 06:00:00,11.425081057547803,11.9,11.864437
2023-06-01 07:00:00,11.442673169344948,11.95,12.077761
2023-06-01 08:00:00,11.463786948728083,12.25,11.589027
2023-06-01 09:00:00,11.488787755597683,12.399999999999999,12.084239
2023-06-01 10:00:00,11.517997403622758,12.5,11.529103
2023-06-01 11:00:00,11.551685761201599,12.55,11.439509
2023-06-01 12:00:00,11.590063344296711,11.45,12.158036
2023-06-01 13:00:00,11.633276278521816,11.626923076923076,12.113185
2023-06-01 14:00:00,11.681404993407595,11.803846153846154,11.788608
2023-06-01 15:00:00,11.734465755642004,11.98076923076923,12.082776
2023-06-01 16:00:00,11.792414159193658,12.157692307692308,12.353662
2023-06-01 17:00:00,11.855149593940716,12.334615384615384,11.840926
2023-06-01 18:00:00,11.922519381615574,12.51153846153846,12.234095
2023-06-01 19:00:00,11.994323425175763,12.688461538461539,11.775514
2023-06-01 20:00:00,12.070320382883702,12.865384615384615,11.716835
2023-06-01 21:00:00,12.150235161546954,13.042307692307691,12.278868
2023-06-01 22:00:00,12.233767884424426,13.21923076923077,12.303518
2023-06-01 23:00:00,12.320603169105722,13.396153846153846,12.084388
2023-06-02 00:00:00,12.410418249883143,13.573076923076924,12.368176
2023-06-02 01:00:00,12.50289050374973,13.75,12.685165
2023-06-02 02:00:00,12.597704381907834,13.7,12.174609
2023-06-02 03:00:00,12.694557738195638,14.1,12.394316
2023-06-02 04:00:00,12.79316794197324,14.100000000000001,12.067532
2023-06-02 05:00:00,12.893275332337618,14.15,12.082883
2023-06-02 06:00:00,12.994642469383175,13.95,12.6031685
2023-06-02 07:00:00,13.097050120767243,14.1,12.517683
2023-06-02 08:00:00,13.20028998469369,14.0,12.344024
2023-06-02 09:00:00,13.304157436333558,14.100000000000001,12.693431
2023-06-02 10:00:00,13.408447675694525,14.0,13.068148
2023-06-02 11:00:00,13.51295166948097,14.15,12.500752
2023-06-02 12:00:00,13.617450025556632,13.85,12.595477
2023-06-02 13:00:00,13.721704714888325,13.815384615384614,12.4771805
2023-06-02 14:00:00,13.825445567523058,13.78076923076923,12.443173
2023-06-02 15:00:00,13.928357732608548,13.746153846153845,12.975874
2023-06-02 16:00:00,14.030077382140373,13.711538461538462,12.727254
2023-06-02 17:00:00,14.130188981692518,13.676923076923076,12.670841
2023-06-02 18:00:00,14.22822229449051,13.642307692307693,13.020377
2023-06-02 19:00:00,14.323651686221183,13.607692307692307,13.471902
2023-06-02 20:00:00,14.415892690378932,13.573076923076924,12.895447
2023-06-02 21:00:00,14.50430732955282,13.538461538461538,12.81054
2023-06-02 22:00:00,14.588231096544236,13.503846153846155,12.804137
2023-06-02 23:00:00,14.667002639920774,13.46923076923077,12.693173
2023-06-03 00:00:00,14.739983288480849,13.434615384615386,13.262478
2023-06-03 01:00:00,14.806567734471187,13.4,12.953828
2023-06-03 02:00:00,14.86617368444077,13.4,13.021401
