SyncDate,Actual Filtered,Actual,Predicted
2023-06-05 07:00:00,4.459443,4.2,4.118675
2023-06-05 08:00:00,4.5297675,4.2,4.206675
2023-06-05 09:00:00,4.5944324,4.2,4.186765
2023-06-05 10:00:00,4.653776,3.9,3.9665782
2023-06-05 11:00:00,4.7119665,3.9,4.177727
2023-06-05 12:00:00,4.771396,4.1,3.6383367
2023-06-05 13:00:00,4.8267503,4.2,4.0849566
2023-06-05 14:00:00,4.8767877,4.3,3.6145048
2023-06-05 15:00:00,4.9334497,4.2,3.8038542
2023-06-05 16:00:00,4.9981737,4.3,3.5566952
2023-06-05 17:00:00,5.0492454,4.3,3.9597423
2023-06-05 18:00:00,5.087519,4.1,3.5644412
2023-06-05 19:00:00,5.161175,4.1,3.6508148
2023-06-05 20:00:00,5.293933,4.0,3.8194606
2023-06-05 21:00:00,5.4303417,4.1,3.9456706
2023-06-05 22:00:00,5.5113,4.3,4.129238
2023-06-05 23:00:00,5.5563745,4.5,4.235264
2023-06-06 00:00:00,5.613981,4.9,4.0714836
2023-06-06 01:00:00,5.6825585,4.9,4.3224025
2023-06-06 02:00:00,5.7342916,5.4,4.1659718
2023-06-06 03:00:00,5.768612,5.7,4.096749
2023-06-06 04:00:00,5.798257,6.3,4.278215
2023-06-06 05:00:00,5.81851,6.5,4.289153
2023-06-06 06:00:00,5.8188815,6.8,5.2152114
2023-06-06 07:00:00,5.800321,7.0,5.3272085
2023-06-06 08:00:00,5.766361,7.2,6.0502906
2023-06-06 09:00:00,5.7142773,8.2,5.9560666
2023-06-06 10:00:00,5.641314,8.9,6.050125
2023-06-06 11:00:00,5.5490828,8.971429,6.134841
2023-06-06 12:00:00,5.4398174,9.042857,6.465485
