SyncDate,Actual Filtered,Actual,Predicted
2023-05-30 14:00:00,2.3818370391975128,3.4,2.4072883
2023-05-30 15:00:00,2.3868921985867164,3.5,2.3685198
2023-05-30 16:00:00,2.391436409066202,3.6,2.3926206
2023-05-30 17:00:00,2.3953899035000297,3.6,2.4219012
2023-05-30 18:00:00,2.3986857853578076,3.6,2.3794997
2023-05-30 19:00:00,2.401272202278387,3.6,2.4046714
2023-05-30 20:00:00,2.4031137487647736,3.5,2.4291532
2023-05-30 21:00:00,2.4041920738943756,3.5,2.3876467
2023-05-30 22:00:00,2.404505685314643,3.5,2.4080749
2023-05-30 23:00:00,2.404068958739589,3.4,2.4263606
2023-05-31 00:00:00,2.4029103902767575,3.3,2.3885884
2023-05-31 01:00:00,2.4010701683660134,3.3,2.404356
2023-05-31 02:00:00,2.3985971838629534,3.1,2.4219074
2023-05-31 03:00:00,2.3955456391838674,2.9,2.385311
2023-05-31 04:00:00,2.391971462418918,2.2,2.3927705
2023-05-31 05:00:00,2.387928771044343,2.0,2.413716
2023-05-31 06:00:00,2.383466652351984,2.0,2.3714435
2023-05-31 07:00:00,2.3786265218960523,1.9,2.3829908
2023-05-31 08:00:00,2.373440269184488,1.8,2.404185
2023-05-31 09:00:00,2.3679293052124777,1.8,2.3561468
2023-05-31 10:00:00,2.3621045142354133,1.6,2.372379
2023-05-31 11:00:00,2.3559669977088573,1.5,2.3915482
2023-05-31 12:00:00,2.349509395634775,1.4,2.3420923
2023-05-31 13:00:00,2.3427174980144834,1.5,2.3615892
2023-05-31 14:00:00,2.33557182301767,1.4,2.3797815
2023-05-31 15:00:00,2.328048856593538,1.3,2.3367808
2023-05-31 16:00:00,2.320121749055355,1.2,2.3577623
2023-05-31 17:00:00,2.311760434206621,1.3,2.3731544
2023-05-31 18:00:00,2.3029313307101056,1.2,2.34131
2023-05-31 19:00:00,2.2935969614416614,1.2,2.3573427
2023-05-31 20:00:00,2.2837159336626986,1.2,2.3801873
2023-05-31 21:00:00,2.273243731685368,1.2,2.3452876
2023-05-31 22:00:00,2.2621346975161245,1.1,2.3680167
2023-05-31 23:00:00,2.2503454086349293,1.1,2.3941705
2023-06-01 00:00:00,2.237839391617608,1.0,2.3563294
2023-06-01 01:00:00,2.224592775634092,1.1,2.382238
2023-06-01 02:00:00,2.2106001569590132,1.0,2.414113
2023-06-01 03:00:00,2.1958796958932694,1.0,2.3735795
2023-06-01 04:00:00,2.1804764067400098,1.1,2.3954358
2023-06-01 05:00:00,2.164462768600602,1.1,2.4288585
2023-06-01 06:00:00,2.14793613378819,1.2,2.389598
2023-06-01 07:00:00,2.131012902992629,1.2,2.4118469
2023-06-01 08:00:00,2.113820020876636,1.3,2.4392743
2023-06-01 09:00:00,2.0964849288861642,1.4,2.405608
2023-06-01 10:00:00,2.0791256077874283,1.5,2.4283886
2023-06-01 11:00:00,2.0618426298094663,1.6,2.4540539
2023-06-01 12:00:00,2.0447150660131967,1.6,2.4190564
2023-06-01 13:00:00,2.0278016221751125,1.6,2.4404516
2023-06-01 14:00:00,2.0111475885977406,1.6,2.4699602
2023-06-01 15:00:00,1.9947971980157584,1.6,2.4306324
2023-06-01 16:00:00,1.9788099593577808,1.6,2.450392
2023-06-01 17:00:00,1.963278646114398,1.7,2.4824295
2023-06-01 18:00:00,1.9483459743265936,1.8,2.4421291
2023-06-01 19:00:00,1.9342167526303473,1.8,2.4615893
2023-06-01 20:00:00,1.921162585582152,1.9,2.4933064
2023-06-01 21:00:00,1.9095170732351003,2.0,2.4527903
2023-06-01 22:00:00,1.8996607629641578,2.0,2.4706736
2023-06-01 23:00:00,1.8919966785603854,2.1,2.5039957
2023-06-02 00:00:00,1.88691877522677,2.2,2.461803
2023-06-02 01:00:00,1.8847768932823827,2.1,2.480119
2023-06-02 02:00:00,1.8858425733921285,2.1,2.5141933
2023-06-02 03:00:00,1.8902803054341937,2.2,2.4684122
2023-06-02 04:00:00,1.898128300115209,2.4,2.490488
2023-06-02 05:00:00,1.9092917288682516,2.8,2.523721
2023-06-02 06:00:00,1.9235497004135809,2.5,2.4758584
2023-06-02 07:00:00,1.9405752892816925,2.5,2.5039773
2023-06-02 08:00:00,1.959966088402253,2.4,2.5370474
2023-06-02 09:00:00,1.9812813307674395,2.4,2.487865
2023-06-02 10:00:00,2.004080770098452,2.5,2.5140114
